,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,평균연봉,자격요건_키워드,우대사항_키워드,사원수_범주형
79,플래티어,미기재,주니어,"['Apache Spark', 'Apache Hadoop', 'Git', 'jQuery', 'Java', 'JavaScript', 'Spring Boot', 'NoSQL', 'AWS Alexa']","['Front-End, Back-end 등 Full-stack developer', 'Java(객체지향 프로그램밍), Servlet/Jsp/HTML/Javascript(웹 프로그래밍) 가능자', '유통분야 개발 경험자', '국내 근무 및 해외출장에 제한이 없으신 분']","['이커머스 경험자', '전산학/컴퓨터공학/이공계열 전공자', '자격증 소지자(정보처리기사, 소프트웨어기술경력증 등)']",https://career.programmers.co.kr/job_positions/12163,http://www.plateer.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,246,19년 (2005년 설립),주식회사,41893360000,54360000,"['객', '객체지향', '체', '지향', '프로그램', '프로그램밍', '밍', '웹', '프로그래밍', '가능자', '유통', '유통분야', '국내', '근무', '해외', '해외출장', '출장', '제한', 'Front', 'End', 'Back', 'end', 'Full', 'stack', 'developer', 'Java', 'Servlet', 'Jsp', 'HTML', 'Javascript']","['머스', '전산학', '컴퓨터', '컴퓨터공학', '공학', '이공계열', '계열', '전공자', '자격증', '소지자', '정보', '정보처리기사', '처리', '기사', '소프트', '소프트웨어기술경력', '웨어']",200명 초과 300명 이하
80,플래티어,미기재,미들,"['Apache Spark', 'Apache Hadoop', 'Git', 'jQuery', 'Java', 'JavaScript', 'Spring Boot', 'NoSQL', 'AWS Alexa']","['JAVA 개발 경력 7년 이상', 'Spring, SpringBoot 개발 경험', 'javascript, jquery, json 활용 경험', 'Git을 활용한 형상관리 활용 경험', '웹서비스에 대한 이해가 높으신 분', '동료들과 지식공유 및 토론이 자유로운 분']","['AWS, NoSql, BigQuery 경험', '오픈소스 등 다양항 코드 리딩 경험', '다양한 직군과의 원활한 커뮤니케이션']",https://career.programmers.co.kr/job_positions/12141,http://www.plateer.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,246,19년 (2005년 설립),주식회사,41893360000,54360000,"['형상', '형상관리', '웹', '웹서비스', '동료', '지식공유', '공유', '토론', 'JAVA', 'Spring', 'SpringBoot', 'javascript', 'jquery', 'json']","['오픈소스', '소스', '다양항', '항', '코드', '리딩', '직군', '커뮤니케이션', 'NoSql', 'BigQuery']",200명 초과 300명 이하
81,컨워스,서울 서대문구,신입,"['Python', 'Docker', 'AWS EC2', 'WebSocket', 'WebRTC']","['영어로 된 문서에 대해 검색 및 독해가 익숙하신 분', '로보틱스/컴퓨터/전자공학 등 관련 분야 학사 이상 학위', 'python 등의 언어 활용 능력 및 C++ binding으로 활용 가능하신 분', 'Web Socket, WebRTC 등의 네트워크 통신에 이해가 있으신 분']","['OpenCV 개발 관련 실무 경험이 있으신 분', 'RTMP, RTSP, RTP 등과 같은 프로토콜을 사용한 실무 경험이 있으신 분', '실시간으로 영상을 스트리밍하는 실무 경험이 있으신 분', 'NoSQL DB를 사용한 실무 경험이 있으신 분', 'ReactJS를 사용한 웹 페이지 구축 실무 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/11412,http://conworth.io/,그 외 기타 정보 서비스업,7,4년 (2020년 설립),기타 법인,42157500,48800000,"['영어', '검색', '독해', '보틱스', '컴퓨터', '전자공학', '공학', '학사', '네트워크', '통신', 'python', 'C', 'Web', 'Socket', 'WebRTC']","['프로', '프로토콜', '토', '콜', '실', '실시간', '영상', '스트리밍', '웹', '페이지', 'OpenCV', 'RTMP', 'RTSP', 'RTP', 'NoSQL']",100명이하
82,엔코드,서울 강남구,주니어,"['AWS ECS', 'Terraform', 'Python', 'JavaScript']","['- 개발 조직이 효율적으로 업무를 진행할 수 있게 지원 하는 역할 이므로, 개발자 관점에서 생각할 수 있어야 합니다.', '- Infra 조직이 개발 조직을 지원 하는 관계라고 (다른 팀이 아니라 같은 팀입니다.) 생각 하시는 분이여야 합니다.', '- 코드를 퀄리티 높게 작성 하면 좋지만, 적어도 다양한 코드를 읽을 수 있거나 읽으려는 의지가 있으셔야 합니다.', '- 구성 되있거나 구성 한 내용들을 주변 동료들에게 공유 하시는 것에 거부감이 없으셔야 합니다.', '- Terraform Code 를 작성 해본적이 있으신 분이면 좋습니다.', '＞ 적어도 Terraform Code 를 작성 하려는 의지가 있으셔야 합니다.', '- Container 환경에 대해 어느 정도 이해도 가 있으셔야 합니다.', '- AWS 를 다루어 보셨어야 합니다.', '최소한 VPC 를 처음부터 끝까지 세팅 해보신 분이여야 합니다.', '- 관련 경험이 있으시면 좋지만 필수는 아니고, 적극적으로 업무를 수행 하려는 의지가 있으신 분이면 좋습니다.', '단, 현재 시스템에 사용 되었거나, 필요한 기술 에 대해 계속 공부 하시려는 의지는 필수 입니다.']","['- 장애가 발생 되었다라는 그 자체 보다 장애를 어떻게 관리 할 지에 대해서 고민 하시는 분이시길 기대합니다.', '- 측정 가능한 시스템을 만드시려는 의지가 있으신 분이길 기대합니다.', '- 안정적인 시스템 구성 / 운영에는 정답이 없고, (Silver Bulet)', '상황에 맞춰 점진적으로 발전 시켜 나가 면서 안정적인 시스템이 되어 간다는 데에 공감 하시는 분이였면 좋을것 같습니다.', '시스템 도 그 시스템을 만드는 엔지니어도 서로 같이 발전한다는 마음가짐을 가지신 분이면 좋을 것 같습니다.', '- 개발 팀을 지원 하는 조직이여서 의사소통에 열려 있으신 분이면 좋습니다.', '＞ 팀간 이익 충돌이 발생 되지 않게 계속 열린 마인드로 소통 하실 수 있으면 좋습니다.', ""- 심사 숙고 해서 결정한 사안 이라도 '오류가 발생할 수 있다'는 마인드를 탑재 하셨으면 좋겠습니다.""]",https://career.programmers.co.kr/job_positions/11269,http://home.itsdcode.com/,상품 중개업,59,9년 (2015년 설립),주식회사,22914960000,45710000,"['조직', '효율적', '진행', '역할', '개발자', '관점', '관계', '여야', '코드', '퀄리티', '하면', '코드', '의지', '구성', '내용', '주변', '동료', '공유', '거부감', '정도', '최소한', '처음', '세팅', '적극적', '시스템', '공부', 'Infra', 'Terraform', 'Code', 'Terraform', 'Code', 'Container', 'VPC']","['장애', '발생', '자체', '고민', '기대', '측정', '시스템', '의지', '길', '안정적', '구성', '정답', '상황', '점진적', '발전', '면', '공감', '분이였면', '이였', '엔지니어', '마음가짐', '조직', '의사소통', '팀간', '간', '이익', '충돌', '열린', '마인드', '소통', '심사', '숙고', '결정', '안', '오류', '탑재', 'Silver', 'Bulet']",100명이하
83,팀블랙버드,서울 영등포구,주니어,"['AWS EC2', 'AWS S3', 'AWS RDS', 'Python', 'Git', 'PostgreSQL']","['- AWS 혹은 그에 준하는 클라우드 서비스를 운영해보신 경험이 있으신 분', '- 백엔드 인프라의 모니터링 서비스를 구축 혹은 운영해보신 경험이 있으신 분', '- CI/CD, 코드 컨벤션 등 팀 내 컨벤션을 구축해보신 경험이 있으신 분']","['- Cloud hosting service(especially AWS)를 깊이 사용하고 관리해보신 분', '- Terraform 등의 Infrastructure as code 관련 툴 사용 경험이 있으신 분', '- 투자, 암호화폐, 금융 분야에 대한 관심이 있으신 분']",https://career.programmers.co.kr/job_positions/10977,https://cryptoquant.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,18,6년 (2018년 설립),주식회사,1589410000,57150000,"['클라우드', '백엔드', '모니터링', '운', '운영해보신', '영해', '코드', '컨벤션', 'CI', 'CD']","['투자', '암호', '암호화폐', '화폐', '금융', 'Cloud', 'hosting', 'service', 'especially', 'Terraform', 'Infrastructure', 'as', 'code']",100명이하
84,팀블랙버드,서울 영등포구,주니어,"['Python', 'SQL', 'REST API', 'Git', 'AWS EC2', 'AWS RDS', 'AWS ElasticBeanstalk']",['Hard Skills'],"['RDB or NoSQL, 데이터베이스와 관련된 경험이 3년 이상 혹은 그에 준하는 실력을 보유하신 분', 'Cloud hosting service(especially AWS)를 깊이 사용하고 관리해보신 분', 'PostgresSQL을 이용하여 Replication, Failover, Backup, Cluster등 Database에 관해 깊이 운영해 보신 분', '투자, 암호화폐, 금융 분야에 대한 관심이 있으신 분', '투자 데이터 활용과 분석에 대한 이해와 관심이 있으신 분']",https://career.programmers.co.kr/job_positions/7476,https://cryptoquant.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,18,6년 (2018년 설립),주식회사,1589410000,57150000,"['Hard', 'Skills']","['데이터베이스', '실력', '운', '운영해', '영해', '투자', '암호', '암호화폐', '화폐', '금융', '데이터', '분석', 'RDB', 'or', 'NoSQL', 'Cloud', 'hosting', 'service', 'especially', 'Replication', 'Failover', 'Backup']",100명이하
85,델레오코리아,서울 강남구,주니어,"['AWS Cloud9', 'AWS EC2', 'AWS RDS', 'AWS S3', 'CI/CD', 'CircleCI', 'Google Container Registry', 'Jenkins', 'GitLab', 'Git']","['학력: 초대졸 이상', '경력: 3년 ~ 8년(클라우드 설계/운영 경험)', 'CI / CD 환경 구축 및 운영 경험', 'OS, Network, DB, Server 에 대한 전반적인 이해와 지식보유', 'Container 기반 환경 구축 및 운영 경험']","['백엔드 개발(Java) 경험', '대용량 서비스 구축/운영 경험', 'MSA 구조에 대한 이해', '인프라, 어플리케이션 보안에 대한 이해', '트러블 슈팅과 품질 개선 업무에 대한 흥미', 'Jenkins, Gitlab 등 CI Tool 사용 경험']",https://career.programmers.co.kr/job_positions/6080,https://www.deleo.co.kr/#main,상품 중개업,57,8년 (2016년 설립),주식회사,1692800000,48830000,"['학력', '초대', '초대졸', '졸', '8년', '클라우드', '전반적', '지식보유', 'CI', 'CD', 'OS', 'Network', 'DB', 'Server', 'Container']","['백엔드', '대용량', '구조', '플', '플리케이션', '케이', '션', '보안', '트러블', '슈팅', '품질', '흥미', 'Java', 'MSA', 'Jenkins', 'Gitlab', 'CI', 'Tool']",100명이하
86,아트스피치앤커뮤니케이션,서울 마포구,주니어,"['JIRA', 'Mantis Bug Tracker', 'AWS CloudFront']","['웹 / 모바일 (웹, 앱, AOS, iOS) 서비스 QA 2년 이상 경력이 있으신 분', '운영, 기획, 개발과의 협업 관계에서 원할한 커뮤니케이션이 가능하신 분']","['이슈 트래킹 시스템 (Jira, Redmine, Mantis 등) 사용 경험이 있으신 분', '모바일 앱 스토어 (Google / Apple) 출시 경험자', '개발 방법론 등을 기반으로 QA프로세스 개선에 참여한 경험이 있으신분', 'CI/CD 환경 근무 경험이 있으신분', 'AWS 같은 Public Cloud 환경 경험자']",https://career.programmers.co.kr/job_positions/9917,https://team-mkcreative.oopy.io/,그 외 기타 사업 지원 서비스업,39,12년 (2012년 설립),주식회사,16622700000,42157500,"['웹', '모바일', '앱', '기획', '협업', '관계', '커뮤니케이션', 'AOS', 'iOS', 'QA']","['이슈', '트래킹', '시스템', '모바일', '앱', '스토어', '출시', '방법론', '프로세스', '참여', '근무', 'Jira', 'Redmine', 'Mantis', 'Google', 'Apple', 'CI', 'CD', 'Public', 'Cloud']",100명이하
87,아트스피치앤커뮤니케이션,서울 마포구,미들,"['Java', 'Spring Boot', 'JSTL', 'MyBatis', 'HTML', 'HTML5', 'JavaScript', 'CSS', 'MySQL', 'AWS CloudFront']","['JAVA(Spring boot ,Jstl , Mybatis ) Web Application 경력 7년이상', 'Front-end(HTML,Javscript,Css) 개발 경험이 있으신 분', '데이터베이스(Mysql) 기본 이해도가 있으신분', 'AWS 경험이 있으신분']","['타 부서와의 커뮤니케이션을 원활하게 진행 가능하신 분', '어려운 문제를 만나면 피하지 않고 즐기시는 분', '모르는 것을 빠르게 학습하시는 분', '컴퓨터공학/소프트웨어공학 전공자 우대', 'PG사 연동 경험이 있으신분']",https://career.programmers.co.kr/job_positions/9915,https://team-mkcreative.oopy.io/,그 외 기타 사업 지원 서비스업,39,12년 (2012년 설립),주식회사,16622700000,42157500,"['7년이상', '데이터베이스', 'JAVA', 'Spring', 'boot', 'Jstl', 'Mybatis', 'Web', 'Application', 'Front', 'end', 'HTML', 'Javscript', 'Css', 'Mysql']","['부서와의', '와의', '커뮤니케이션', '진행', '학습', '컴퓨터', '컴퓨터공학', '공학', '소프트', '소프트웨어', '소프트웨어공학', '웨어', '전공자', '연동']",100명이하
88,지니뮤직,서울 강남구,미들,"['Java', 'JSP', 'Spring', 'Oracle', 'MySQL', 'JavaScript', 'jQuery', 'AWS Alexa']","['Java 및 Spring Framework에 대한 이해 및 개발 경험자.', 'Spring Framework, RESTful API 기반 기술 이해와 개발 경험자.', 'javascript, jQuery 자유롭게 사용 가능하신 분.', 'Oracle, MS-SQL, MySQL 중 1가지 이상 이해 및 경험자.', 'Linux 기반 서버 운영 가능자.', '합리적이고 기술의 완성도를 추구하는 열정을 가지신 분.']","['대용량 데이터 처리 경험 보유자.', 'Oracle PL/SQL 개발 가능자.', 'Bootstrap(HTML5, CSS3)을 이용한 Web Application 개발 경험자.', 'Elasticsearch, Solr 검색엔진 개발 경험자.']",https://career.programmers.co.kr/job_positions/9819,https://www.geniemusic.co.kr/,그 외 기타 정보 서비스업,233,33년 (1991년 설립),주식회사,243953690000,62580000,"['서버', '합리적', '완성도', '추구', '열정', 'Java', 'Spring', 'Spring', 'Framework', 'RESTful', 'API', 'javascript', 'jQuery', 'Oracle', 'MS', 'SQL', 'MySQL', 'Linux']","['대용량', '데이터', '처리', '보유자', '검색', '검색엔진', '엔진', 'Oracle', 'PL', 'SQL', 'Bootstrap', 'Web', 'Application', 'Elasticsearch', 'Solr']",200명 초과 300명 이하
